team,elo,overall_win_pct,draw_pct,loss_pct,avg_goals_scored,avg_goals_conceded,avg_goal_diff,games_played,form,home_home_win_pct,away_away_win_pct
Abkhazia,1587.84,0.45454545454545453,0.3939393939393939,0.15151515151515152,1.6363636363636365,0.7878787878787878,0.8484848484848485,33.0,0.6,0.5217391304347826,0.3
Afghanistan,1265.18,0.24489795918367346,0.23129251700680273,0.5238095238095238,0.9659863945578231,1.9931972789115646,-1.0272108843537415,147.0,0.3333333333333333,0.36,0.18556701030927836
Albania,1605.76,0.27638190954773867,0.21105527638190955,0.5125628140703518,0.9472361809045227,1.479899497487437,-0.5326633165829145,398.0,0.0,0.37142857142857144,0.1702127659574468
Alderney,1148.47,0.037037037037037035,0.014814814814814815,0.9481481481481482,0.5407407407407407,4.592592592592593,-4.051851851851852,135.0,0.19999999999999998,0.020833333333333332,0.04597701149425287
Algeria,1826.11,0.4661290322580645,0.2629032258064516,0.2709677419354839,1.5451612903225806,1.0,0.5451612903225806,620.0,0.6666666666666666,0.5802816901408451,0.3132075471698113
Ambazonia,1433.28,0.0,0.16666666666666666,0.8333333333333334,0.5,2.8333333333333335,-2.3333333333333335,6.0,0.0,0.0,0.0
American Samoa,1143.51,0.07272727272727272,0.03636363636363636,0.8909090909090909,0.6,6.490909090909091,-5.890909090909091,55.0,0.0,0.12,0.03333333333333333
Andalusia,1564.38,0.6153846153846154,0.3076923076923077,0.07692307692307693,1.9230769230769231,1.0769230769230769,0.8461538461538461,13.0,0.8666666666666667,0.5833333333333334,1.0
Andorra,1166.3,0.0611353711790393,0.13537117903930132,0.8034934497816594,0.32751091703056767,2.37117903930131,-2.0436681222707422,229.0,0.26666666666666666,0.10434782608695652,0.017543859649122806
Angola,1547.26,0.3397590361445783,0.3566265060240964,0.3036144578313253,1.1325301204819278,1.0313253012048194,0.10120481927710843,415.0,0.39999999999999997,0.47804878048780486,0.20476190476190476
Anguilla,1066.37,0.07692307692307693,0.0989010989010989,0.8241758241758241,0.5714285714285714,3.8351648351648353,-3.2637362637362637,91.0,0.39999999999999997,0.06666666666666667,0.08196721311475409
Antigua And Barbuda,1213.41,0.30735930735930733,0.18614718614718614,0.5064935064935064,1.3246753246753247,1.8311688311688312,-0.5064935064935064,231.0,0.13333333333333333,0.4,0.18811881188118812
Arameans Suryoye,1537.14,0.5,0.2,0.3,1.6,1.2,0.4,10.0,0.6666666666666666,0.3333333333333333,0.5714285714285714
Argentina,2086.08,0.5550373134328358,0.23973880597014927,0.20522388059701493,1.8992537313432836,1.0037313432835822,0.8955223880597015,1072.0,1.0,0.6743421052631579,0.39870689655172414
Armenia,1434.04,0.23897058823529413,0.20955882352941177,0.5514705882352942,1.0073529411764706,1.8345588235294117,-0.8272058823529411,272.0,0.13333333333333333,0.3157894736842105,0.16546762589928057
Artsakh,1526.59,0.5454545454545454,0.18181818181818182,0.2727272727272727,2.909090909090909,1.2727272727272727,1.6363636363636365,11.0,0.6666666666666666,0.5714285714285714,0.5
Aruba,1265.2,0.21052631578947367,0.20394736842105263,0.5855263157894737,1.3092105263157894,2.348684210526316,-1.0394736842105263,152.0,0.6666666666666666,0.30666666666666664,0.11688311688311688
Asturias,1513.32,1.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0
Australia,1830.05,0.5085616438356164,0.21232876712328766,0.2791095890410959,2.0017123287671232,1.0633561643835616,0.9383561643835616,584.0,0.3333333333333333,0.5779816513761468,0.42023346303501946
Austria,1814.29,0.4264194669756663,0.21436848203939746,0.35921205098493625,1.7925840092699885,1.5307068366164542,0.26187717265353416,863.0,0.6666666666666666,0.5151515151515151,0.32418952618453867
Aymara,1470.67,0.0,0.0,1.0,0.5,2.0,-1.5,2.0,0.0,0.0,0.0
Azerbaijan,1394.22,0.1967741935483871,0.25483870967741934,0.5483870967741935,0.7677419354838709,1.6774193548387097,-0.9096774193548387,310.0,0.4666666666666666,0.2631578947368421,0.13291139240506328
Bahamas,1124.78,0.208955223880597,0.14925373134328357,0.6417910447761194,1.1194029850746268,3.1791044776119404,-2.0597014925373136,67.0,0.0,0.2857142857142857,0.125
Bahrain,1524.6,0.3544520547945205,0.2636986301369863,0.3818493150684932,1.2414383561643836,1.2945205479452055,-0.053082191780821915,584.0,0.39999999999999997,0.4045584045584046,0.27896995708154504
Bangladesh,1194.73,0.26229508196721313,0.21639344262295082,0.521311475409836,0.9049180327868852,1.8229508196721311,-0.9180327868852459,305.0,0.5333333333333333,0.32098765432098764,0.1958041958041958
Barawa,1405.63,0.25,0.0,0.75,1.3333333333333333,3.8333333333333335,-2.5,12.0,0.19999999999999998,0.2727272727272727,0.0
Barbados,1217.62,0.31125827814569534,0.22185430463576158,0.46688741721854304,1.3013245033112584,1.7450331125827814,-0.44370860927152317,302.0,0.19999999999999998,0.3615819209039548,0.24
Basque Country,1711.9,0.609375,0.203125,0.1875,2.5625,1.390625,1.171875,64.0,0.7333333333333334,0.6571428571428571,0.5517241379310345
Belarus,1554.23,0.2984126984126984,0.25396825396825395,0.44761904761904764,1.1523809523809523,1.4730158730158731,-0.32063492063492066,315.0,0.7333333333333334,0.3448275862068966,0.25882352941176473
Belgium,1867.31,0.44742990654205606,0.21378504672897197,0.338785046728972,1.8177570093457944,1.5093457943925233,0.308411214953271,856.0,0.7333333333333334,0.5426695842450766,0.3383458646616541
Belize,1315.79,0.256198347107438,0.1652892561983471,0.5785123966942148,1.0991735537190082,1.9256198347107438,-0.8264462809917356,121.0,0.39999999999999997,0.38181818181818183,0.15151515151515152
Benin,1548.39,0.25846153846153846,0.24307692307692308,0.49846153846153846,1.083076923076923,1.7261538461538461,-0.6430769230769231,325.0,0.4666666666666666,0.3888888888888889,0.12883435582822086
Bermuda,1377.39,0.3434343434343434,0.16666666666666666,0.4898989898989899,1.6565656565656566,1.7626262626262625,-0.10606060606060606,198.0,0.26666666666666666,0.4107142857142857,0.2558139534883721
Bhutan,996.4,0.1,0.06363636363636363,0.8363636363636363,0.5545454545454546,3.6545454545454548,-3.1,110.0,0.0,0.22857142857142856,0.04
Biafra,1516.31,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,0.5,1.0
Bolivia,1663.75,0.22284644194756553,0.22284644194756553,0.5543071161048689,1.0205992509363295,1.9681647940074907,-0.947565543071161,534.0,0.39999999999999997,0.3592592592592593,0.08333333333333333
Bonaire,1253.3,0.3181818181818182,0.13636363636363635,0.5454545454545454,1.4318181818181819,2.477272727272727,-1.0454545454545454,44.0,0.19999999999999998,0.21052631578947367,0.4
Bosnia And Herzegovina,1652.35,0.36713286713286714,0.23776223776223776,0.3951048951048951,1.3741258741258742,1.3776223776223777,-0.0034965034965034965,286.0,0.39999999999999997,0.4306569343065693,0.3087248322147651
Botswana,1413.19,0.2710843373493976,0.27710843373493976,0.45180722891566266,0.8072289156626506,1.283132530120482,-0.4759036144578313,332.0,0.19999999999999998,0.3615819209039548,0.16774193548387098
Brazil,1970.79,0.6346516007532956,0.20433145009416195,0.16101694915254236,2.177024482109228,0.9020715630885122,1.2749529190207156,1062.0,0.8666666666666667,0.7126623376623377,0.5269058295964125
British Virgin Islands,1149.66,0.17886178861788618,0.17886178861788618,0.6422764227642277,0.926829268292683,2.9430894308943087,-2.016260162601626,123.0,0.6666666666666666,0.26,0.1232876712328767
Brittany,1509.43,0.5,0.25,0.25,1.5,1.25,0.25,12.0,0.6,0.5555555555555556,0.3333333333333333
Brunei,1030.51,0.16058394160583941,0.08029197080291971,0.7591240875912408,0.781021897810219,3.2773722627737225,-2.4963503649635035,137.0,0.19999999999999998,0.3018867924528302,0.07142857142857142
Bulgaria,1523.95,0.35597826086956524,0.2554347826086957,0.38858695652173914,1.3804347826086956,1.5013586956521738,-0.12092391304347826,736.0,0.6666666666666666,0.4785276073619632,0.25853658536585367
Burkina Faso,1649.16,0.35344827586206895,0.2650862068965517,0.38146551724137934,1.25,1.3297413793103448,-0.07974137931034483,464.0,0.3333333333333333,0.5116279069767442,0.21686746987951808
Burundi,1402.99,0.2981651376146789,0.23853211009174313,0.463302752293578,1.0871559633027523,1.353211009174312,-0.26605504587155965,218.0,0.0,0.40816326530612246,0.20833333333333334
Cambodia,1131.57,0.22033898305084745,0.13898305084745763,0.6406779661016949,1.11864406779661,2.5762711864406778,-1.4576271186440677,295.0,0.4666666666666666,0.33766233766233766,0.09219858156028368
Cameroon,1671.67,0.43993506493506496,0.3116883116883117,0.2483766233766234,1.405844155844156,1.0389610389610389,0.36688311688311687,616.0,0.6,0.5878378378378378,0.303125
Canada,1757.05,0.3813559322033898,0.2309322033898305,0.3877118644067797,1.305084745762712,1.3029661016949152,0.00211864406779661,472.0,0.5333333333333333,0.47465437788018433,0.30196078431372547
Canary Islands,1505.61,0.75,0.0,0.25,2.75,0.75,2.0,4.0,0.75,0.75,0.75
Cape Verde,1670.52,0.3739495798319328,0.24789915966386555,0.37815126050420167,1.0924369747899159,1.1218487394957983,-0.029411764705882353,238.0,0.39999999999999997,0.4878048780487805,0.25217391304347825
Cascadia,1526.14,0.5714285714285714,0.14285714285714285,0.2857142857142857,3.2857142857142856,2.0,1.2857142857142858,7.0,0.6666666666666666,1.0,0.4
Catalonia,1597.87,0.3958333333333333,0.25,0.3541666666666667,1.5625,1.75,-0.1875,48.0,0.5333333333333333,0.46153846153846156,0.1111111111111111
Cayman Islands,1171.06,0.21008403361344538,0.17647058823529413,0.6134453781512605,0.9831932773109243,2.436974789915966,-1.453781512605042,119.0,0.4666666666666666,0.3055555555555556,0.06382978723404255
Central African Republic,1393.71,0.21014492753623187,0.21014492753623187,0.5797101449275363,1.0579710144927537,1.9057971014492754,-0.8478260869565217,138.0,0.26666666666666666,0.34285714285714286,0.07352941176470588
Central Spain,1500.37,0.5,0.0,0.5,1.0,2.0,-1.0,2.0,0.5,1.0,0.0
Chad,1283.33,0.18840579710144928,0.2463768115942029,0.5652173913043478,0.8478260869565217,1.7246376811594204,-0.8768115942028986,138.0,0.06666666666666667,0.27941176470588236,0.1
Chagos Islands,1426.64,0.1875,0.125,0.6875,1.75,4.75,-3.0,16.0,0.0,0.16666666666666666,0.2
Chameria,1521.92,0.42857142857142855,0.2857142857142857,0.2857142857142857,2.0,1.1428571428571428,0.8571428571428571,7.0,0.5333333333333333,1.0,0.2
Chechnya,1483.44,0.0,0.3333333333333333,0.6666666666666666,1.0,9.666666666666666,-8.666666666666666,3.0,0.1111111111111111,0.0,0.0
Chile,1729.85,0.3784431137724551,0.21437125748502994,0.40718562874251496,1.4095808383233532,1.421556886227545,-0.011976047904191617,835.0,0.6,0.5305164319248826,0.2200488997555012
China,1532.67,0.4829059829059829,0.21937321937321938,0.29772079772079774,1.8304843304843306,1.0940170940170941,0.7364672364672364,702.0,0.5333333333333333,0.5768261964735516,0.36065573770491804
Cilento,1492.87,0.0,0.0,1.0,0.0,2.0,-2.0,1.0,0.0,0.0,0.0
Colombia,1959.44,0.40561622464898595,0.27613104524180965,0.31825273010920435,1.2901716068642746,1.1497659906396256,0.14040561622464898,641.0,0.8666666666666667,0.512987012987013,0.3063063063063063
Comoros,1473.31,0.23841059602649006,0.23178807947019867,0.5298013245033113,0.8874172185430463,1.6158940397350994,-0.7284768211920529,151.0,0.39999999999999997,0.2727272727272727,0.21176470588235294
Congo,1355.91,0.33004926108374383,0.2438423645320197,0.42610837438423643,1.2881773399014778,1.4729064039408868,-0.18472906403940886,406.0,0.06666666666666667,0.46798029556650245,0.1921182266009852
Cook Islands,1260.98,0.20754716981132076,0.07547169811320754,0.7169811320754716,0.8113207547169812,4.981132075471698,-4.169811320754717,53.0,0.19999999999999998,0.2857142857142857,0.15625
Corsica,1537.44,0.4444444444444444,0.4444444444444444,0.1111111111111111,1.1111111111111112,0.5555555555555556,0.5555555555555556,9.0,0.6,0.375,1.0
Costa Rica,1693.97,0.43646408839779005,0.24585635359116023,0.31767955801104975,1.7099447513812154,1.1850828729281768,0.5248618784530387,724.0,0.13333333333333333,0.6088154269972452,0.2631578947368421
County Of Nice,1571.23,0.6666666666666666,0.1111111111111111,0.2222222222222222,2.111111111111111,1.4444444444444444,0.6666666666666666,9.0,0.6666666666666666,0.5,0.8
Crimea,1517.56,0.6,0.0,0.4,1.4,2.2,-0.8,5.0,0.6,0.6,0.6
Croatia,1893.7,0.5288220551378446,0.2606516290726817,0.21052631578947367,1.736842105263158,1.0150375939849625,0.7218045112781954,399.0,0.6,0.6062176165803109,0.4563106796116505
Cuba,1428.4,0.3501259445843829,0.22670025188916876,0.42317380352644834,1.3400503778337531,1.5239294710327456,-0.18387909319899245,397.0,0.5333333333333333,0.4601226993865031,0.27350427350427353
Curaçao,1557.26,0.36855670103092786,0.2603092783505155,0.3711340206185567,1.6391752577319587,1.5902061855670102,0.04896907216494845,388.0,0.26666666666666666,0.47058823529411764,0.2736318407960199
Cyprus,1383.25,0.19248826291079812,0.16901408450704225,0.6384976525821596,0.8802816901408451,2.176056338028169,-1.295774647887324,426.0,0.4666666666666666,0.26495726495726496,0.10416666666666667
Czech Republic,1684.56,0.5261707988980716,0.20110192837465565,0.2727272727272727,1.7768595041322315,1.0303030303030303,0.7465564738292011,363.0,0.4666666666666666,0.651685393258427,0.40540540540540543
Czechoslovakia,1726.62,0.45384615384615384,0.22884615384615384,0.3173076923076923,1.8923076923076922,1.3865384615384615,0.5057692307692307,520.0,0.7333333333333334,0.6141078838174274,0.3154121863799283
DR Congo,1735.15,0.3927893738140417,0.27514231499051234,0.33206831119544594,1.4857685009487667,1.1954459203036054,0.2903225806451613,527.0,0.3333333333333333,0.5605381165919282,0.26973684210526316
Darfur,1407.68,0.0,0.0,1.0,0.14285714285714285,14.142857142857142,-14.0,7.0,0.0,0.0,0.0
Denmark,1824.02,0.459954233409611,0.2116704805491991,0.32837528604118993,1.8157894736842106,1.3421052631578947,0.47368421052631576,874.0,0.5333333333333333,0.5548098434004475,0.36065573770491804
Djibouti,1143.91,0.06306306306306306,0.09009009009009009,0.8468468468468469,0.6666666666666666,3.6126126126126126,-2.945945945945946,111.0,0.0,0.11764705882352941,0.016666666666666666
Dominica,1242.23,0.24186046511627907,0.21395348837209302,0.5441860465116279,1.1627906976744187,2.027906976744186,-0.8651162790697674,215.0,0.06666666666666667,0.3157894736842105,0.15841584158415842
Dominican Republic,1443.14,0.389937106918239,0.16352201257861634,0.44654088050314467,1.6729559748427674,1.5974842767295598,0.07547169811320754,159.0,0.39999999999999997,0.48863636363636365,0.2676056338028169
Donetsk Pr,1508.65,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.1666666666666667,0.16666666666666666,6.0,0.5333333333333333,0.5,0.25
Délvidék,1496.22,0.5,0.0,0.5,2.0,1.5,0.5,2.0,0.5,0.5,0.5
East Turkestan,1476.57,0.4,0.0,0.6,3.0,3.2,-0.2,5.0,0.39999999999999997,0.4,0.4
Ecuador,1899.53,0.30976430976430974,0.265993265993266,0.42424242424242425,1.2104377104377104,1.5235690235690236,-0.31313131313131315,594.0,0.6666666666666666,0.45955882352941174,0.18322981366459629
Egypt,1783.12,0.5006587615283268,0.2463768115942029,0.25296442687747034,1.6205533596837944,1.013175230566535,0.6073781291172595,759.0,0.5333333333333333,0.6561797752808989,0.2802547770700637
El Salvador,1485.55,0.3257328990228013,0.2247557003257329,0.4495114006514658,1.247557003257329,1.519543973941368,-0.2719869706840391,614.0,0.3333333333333333,0.43154761904761907,0.19784172661870503
Elba Island,1510.68,1.0,0.0,0.0,4.5,1.0,3.5,2.0,1.0,1.0,1.0
Ellan Vannin,1551.13,0.5,0.22727272727272727,0.2727272727272727,2.4545454545454546,1.4545454545454546,1.0,22.0,0.6666666666666666,0.75,0.2
England,1969.19,0.5736505032021958,0.23696248856358645,0.18938700823421775,2.183897529734675,0.9542543458371455,1.2296431838975297,1093.0,0.8666666666666667,0.6213768115942029,0.5249537892791127
Equatorial Guinea,1457.25,0.2737430167597765,0.22346368715083798,0.5027932960893855,0.8715083798882681,1.4636871508379887,-0.5921787709497207,179.0,0.26666666666666666,0.4175824175824176,0.125
Eritrea,1253.75,0.15492957746478872,0.22535211267605634,0.6197183098591549,0.676056338028169,1.704225352112676,-1.028169014084507,71.0,0.0,0.2692307692307692,0.08888888888888889
Estonia,1422.27,0.24727272727272728,0.22181818181818183,0.5309090909090909,0.9890909090909091,1.770909090909091,-0.7818181818181819,550.0,0.6666666666666666,0.30970149253731344,0.1879432624113475
Eswatini,1342.89,0.20072992700729927,0.3029197080291971,0.49635036496350365,0.843065693430657,1.6605839416058394,-0.8175182481751825,274.0,0.13333333333333333,0.24242424242424243,0.1619718309859155
Ethiopia,1414.82,0.35207823960880197,0.2273838630806846,0.42053789731051344,1.3422982885085575,1.4547677261613692,-0.11246943765281174,409.0,0.4666666666666666,0.4583333333333333,0.20118343195266272
Falkland Islands,1307.06,0.18181818181818182,0.030303030303030304,0.7878787878787878,0.9393939393939394,3.6666666666666665,-2.727272727272727,33.0,0.06666666666666667,0.15384615384615385,0.2
Faroe Islands,1417.61,0.1986062717770035,0.1254355400696864,0.6759581881533101,0.8362369337979094,2.2439024390243905,-1.4076655052264808,287.0,0.6,0.2857142857142857,0.11564625850340136
Felvidék,1509.88,0.4166666666666667,0.16666666666666666,0.4166666666666667,1.1666666666666667,1.6666666666666667,-0.5,12.0,0.6,0.3333333333333333,0.4444444444444444
Fiji,1461.76,0.43283582089552236,0.1791044776119403,0.3880597014925373,2.2686567164179103,1.6380597014925373,0.6305970149253731,268.0,0.0,0.5329341317365269,0.26732673267326734
Finland,1570.22,0.26405867970660146,0.20293398533007334,0.5330073349633252,1.17359413202934,2.047677261613692,-0.8740831295843521,818.0,0.4666666666666666,0.3342541436464088,0.20833333333333334
France,2045.33,0.511727078891258,0.20788912579957355,0.28038379530916846,1.8390191897654584,1.291044776119403,0.5479744136460555,938.0,0.7999999999999999,0.5907407407407408,0.4045226130653266
Franconia,1502.69,0.6666666666666666,0.0,0.3333333333333333,2.6666666666666665,3.6666666666666665,-1.0,3.0,0.6666666666666666,1.0,0.5
French Guiana,1427.19,0.3016759776536313,0.21787709497206703,0.48044692737430167,1.4916201117318435,1.7094972067039107,-0.21787709497206703,179.0,0.13333333333333333,0.3950617283950617,0.22448979591836735
Frøya,1296.37,0.1891891891891892,0.05405405405405406,0.7567567567567568,1.6216216216216217,3.945945945945946,-2.324324324324324,37.0,0.19999999999999998,0.26666666666666666,0.13636363636363635
Gabon,1534.71,0.34814814814814815,0.2814814814814815,0.37037037037037035,1.1777777777777778,1.1950617283950618,-0.01728395061728395,405.0,0.06666666666666667,0.45588235294117646,0.23880597014925373
Galicia,1525.19,0.4166666666666667,0.25,0.3333333333333333,1.75,1.9166666666666667,-0.16666666666666666,12.0,0.4666666666666666,0.3333333333333333,0.6666666666666666
Gambia,1513.17,0.2744360902255639,0.2819548872180451,0.44360902255639095,1.0488721804511278,1.3909774436090225,-0.34210526315789475,266.0,0.26666666666666666,0.3469387755102041,0.18487394957983194
Georgia,1626.85,0.3257328990228013,0.21172638436482086,0.46254071661237783,1.247557003257329,1.4039087947882736,-0.1563517915309446,307.0,0.5333333333333333,0.42758620689655175,0.2345679012345679
German Dr,1687.66,0.4697986577181208,0.2214765100671141,0.3087248322147651,1.6979865771812082,1.2114093959731544,0.4865771812080537,298.0,0.8666666666666667,0.5833333333333334,0.3795180722891566
